keyword,intent,format_page,zone_type,metier,modificateur,vol_estime,difficulte,page_cible,statut,priorite,tier,quick_win,raison_priorite
comparer devis travaux,informational,guide-howto,national,multi,aucun,200,medium,/guides/comparer-devis-travaux,a-creer,1,T4-questions-guides,oui,Top 50 question guide - info - vol 200
acompte travaux legal,informational,guide-howto,national,multi,aucun,200,medium,/guides/acompte-travaux-legal,a-creer,1,T4-questions-guides,oui,Top 50 question guide - info - vol 200
serrurier urgence prix,transactional,guide-howto,national,multi,aucun,200,medium,/guides/serrurier-urgence-prix,a-creer,1,T4-questions-guides,oui,Top 50 question guide - urgence - vol 200
isolation exterieure vs interieure,informational,guide-howto,national,multi,aucun,200,medium,/guides/ite-vs-iti,a-creer,1,T4-questions-guides,oui,Top 50 question guide - info - vol 200
mise en demeure artisan modele,informational,guide-howto,national,multi,aucun,200,medium,/guides/mise-en-demeure-artisan,a-creer,1,T4-questions-guides,oui,Top 50 question guide - litige - vol 200
reception chantier reserves,informational,guide-howto,national,multi,aucun,200,medium,/guides/reception-chantier-reserves,a-creer,1,T4-questions-guides,oui,Top 50 question guide - info - vol 200
travail au noir risques,informational,guide-howto,national,multi,aucun,200,medium,/guides/travail-noir-risques,a-creer,1,T4-questions-guides,oui,Top 50 question guide - info - vol 200
dpe obligatoire avant travaux,informational,guide-howto,national,multi,aucun,200,medium,/guides/dpe-obligatoire-2026,a-creer,1,T4-questions-guides,oui,Top 50 question guide - aide - vol 200
permis de construire ou declaration prealable,informational,guide-howto,national,multi,aucun,200,medium,/guides/permis-vs-declaration,a-creer,1,T4-questions-guides,oui,Top 50 question guide - info - vol 200
remplacer baignoire douche italienne,informational,guide-howto,national,multi,aucun,200,medium,/guides/baignoire-en-douche-italienne,a-creer,1,T4-questions-guides,oui,Top 50 question guide - info - vol 200
comment trouver artisan rge,informational,guide-howto,national,multi,aucun,200,medium,/guides/comment-trouver-artisan-rge,a-creer,1,T4-questions-guides,oui,Top 50 question guide - aide - vol 200
macon saint egreve,transactional,local-listing,commune-banlieue,macon,aucun,196,medium,/grenoble/saint-egreve/macon,a-creer,1,T1-quick-win,oui,"Banlieue grosse (16,700hab) - ocean bleu local, vol significatif"
couvreur saint egreve,transactional,local-listing,commune-banlieue,couvreur,aucun,196,medium,/grenoble/saint-egreve/couvreur,a-creer,1,T1-quick-win,oui,"Banlieue grosse (16,700hab) - ocean bleu local, vol significatif"
plombier urgence chambery,transactional,local-listing,ville-principale,plombier,urgence,193,medium,/urgence,existante,1,T1-quick-win,oui,Urgence + metier critique - intent achat immediat
electricien urgence chambery,transactional,local-listing,ville-principale,electricien,urgence,193,medium,/urgence,existante,1,T1-quick-win,oui,Urgence + metier critique - intent achat immediat
chauffagiste urgence chambery,transactional,local-listing,ville-principale,chauffagiste,urgence,193,medium,/urgence,existante,1,T1-quick-win,oui,Urgence + metier critique - intent achat immediat
macon chambery,transactional,local-listing,ville-principale,macon,aucun,160,high,/chambery/macon,existante,1,T2-volume-eleve,non,Top requete metier+ville - existante - SERP saturee top sites nationaux
couvreur chambery,transactional,local-listing,ville-principale,couvreur,aucun,160,high,/chambery/couvreur,existante,1,T2-volume-eleve,non,Top requete metier+ville - existante - SERP saturee top sites nationaux
macon valence,transactional,local-listing,ville-principale,macon,aucun,160,high,/valence/macon,existante,1,T2-volume-eleve,non,Top requete metier+ville - existante - SERP saturee top sites nationaux
couvreur valence,transactional,local-listing,ville-principale,couvreur,aucun,160,high,/valence/couvreur,existante,1,T2-volume-eleve,non,Top requete metier+ville - existante - SERP saturee top sites nationaux
artisan fiable,informational,guide-howto,national,multi,aucun,150,low,/guides/artisan-fiable,a-creer,1,T4-questions-guides,oui,Top 50 question guide - reassurance - vol 150
negocier devis travaux,informational,guide-howto,national,multi,aucun,150,low,/guides/negocier-devis,a-creer,1,T4-questions-guides,oui,Top 50 question guide - info - vol 150
plombier urgence arnaque,transactional,guide-howto,national,multi,aucun,150,low,/guides/plombier-urgence-arnaque,a-creer,1,T4-questions-guides,oui,Top 50 question guide - urgence - vol 150
eco ptz 2026,informational,guide-howto,national,multi,aucun,150,low,/guides/eco-ptz-comment-obtenir,a-creer,1,T4-questions-guides,oui,Top 50 question guide - aide - vol 150
porter plainte artisan,informational,guide-howto,national,multi,aucun,150,low,/guides/porter-plainte-artisan,a-creer,1,T4-questions-guides,oui,Top 50 question guide - litige - vol 150
annuler devis travaux,informational,guide-howto,national,multi,aucun,150,low,/guides/annuler-devis-travaux,a-creer,1,T4-questions-guides,oui,Top 50 question guide - info - vol 150
travaux supplementaires devis,informational,guide-howto,national,multi,aucun,150,low,/guides/travaux-supplementaires-devis,a-creer,1,T4-questions-guides,oui,Top 50 question guide - litige - vol 150
ouvrir mur porteur autorisation,informational,guide-howto,national,multi,aucun,150,low,/guides/ouvrir-mur-porteur,a-creer,1,T4-questions-guides,oui,Top 50 question guide - info - vol 150
fissure mur maison,informational,guide-howto,national,multi,aucun,150,low,/guides/fissures-murs-grave,a-creer,1,T4-questions-guides,oui,Top 50 question guide - info - vol 150
prix isolation combles 100m2,informational,guide-howto,national,multi,aucun,150,low,/guides/isolation-combles-100m2,a-creer,1,T4-questions-guides,oui,Top 50 question guide - info - vol 150
verifier siret artisan,informational,guide-howto,national,multi,aucun,100,low,/guides/verifier-siret-artisan,a-creer,1,T4-questions-guides,oui,Top 50 question guide - reassurance - vol 100
artisan disparu acompte,informational,guide-howto,national,multi,aucun,100,low,/guides/artisan-disparu-recours,a-creer,1,T4-questions-guides,oui,Top 50 question guide - litige - vol 100
mediateur consommation btp,informational,guide-howto,national,multi,aucun,100,low,/guides/mediateur-consommation-batiment,a-creer,1,T4-questions-guides,oui,Top 50 question guide - litige - vol 100
devis non signe travaux,informational,guide-howto,national,multi,aucun,100,low,/guides/devis-non-signe-travaux,a-creer,1,T4-questions-guides,oui,Top 50 question guide - litige - vol 100
artisan refuse facture,informational,guide-howto,national,multi,aucun,100,low,/guides/artisan-refuse-facture,a-creer,1,T4-questions-guides,oui,Top 50 question guide - litige - vol 100
qualibat qualifelec qualigaz,informational,guide-howto,national,multi,aucun,100,low,/guides/labels-qualibat-qualifelec,a-creer,1,T4-questions-guides,oui,Top 50 question guide - info - vol 100
maitre d oeuvre vs architecte,informational,guide-howto,national,multi,aucun,100,low,/guides/maitre-oeuvre-vs-architecte,a-creer,1,T4-questions-guides,oui,Top 50 question guide - info - vol 100
norme nf c 15-100 renovation,informational,guide-howto,national,multi,aucun,100,low,/guides/norme-electrique-renovation,a-creer,1,T4-questions-guides,oui,Top 50 question guide - info - vol 100
remontees capillaires traitement,informational,guide-howto,national,multi,aucun,100,low,/guides/humidite-remontees-capillaires,a-creer,1,T4-questions-guides,oui,Top 50 question guide - info - vol 100
prix pose carrelage 50m2,informational,guide-howto,national,multi,aucun,100,low,/guides/pose-carrelage-50m2,a-creer,1,T4-questions-guides,oui,Top 50 question guide - info - vol 100
prix peinture appartement 70m2,informational,guide-howto,national,multi,aucun,100,low,/guides/peinture-appartement-70m2,a-creer,1,T4-questions-guides,oui,Top 50 question guide - info - vol 100
artisan pas rge aide perdue,informational,guide-howto,national,multi,aucun,100,low,/guides/artisan-rge-pas-aide,a-creer,1,T4-questions-guides,oui,Top 50 question guide - aide - vol 100
50% acompte artisan normal,informational,guide-howto,national,multi,aucun,100,low,/guides/acompte-50-normal,a-creer,1,T4-questions-guides,oui,Top 50 question guide - info - vol 100
artisan fournir materiaux soi meme,informational,guide-howto,national,multi,aucun,80,low,/guides/fournir-materiaux-soi-meme,a-creer,1,T4-questions-guides,oui,Top 50 question guide - info - vol 80
expertise judiciaire travaux,informational,guide-howto,national,multi,aucun,80,low,/guides/expertise-judiciaire-travaux,a-creer,1,T4-questions-guides,oui,Top 50 question guide - info - vol 80
artisan auto entrepreneur ou societe,informational,guide-howto,national,multi,aucun,60,low,/guides/artisan-ae-vs-societe,a-creer,1,T4-questions-guides,oui,Top 50 question guide - info - vol 60
premier rdv artisan questions,informational,guide-howto,national,multi,aucun,60,low,/guides/premier-rdv-artisan,a-creer,1,T4-questions-guides,oui,Top 50 question guide - info - vol 60
expert batiment particulier prix,informational,guide-howto,national,multi,aucun,60,low,/guides/expert-batiment-prix,a-creer,1,T4-questions-guides,oui,Top 50 question guide - info - vol 60
vivre dans la maison pendant travaux,informational,guide-howto,national,multi,aucun,50,low,/guides/vivre-pendant-travaux,a-creer,1,T4-questions-guides,oui,Top 50 question guide - info - vol 50
avis google artisans fiables,informational,guide-howto,national,multi,aucun,50,low,/guides/avis-google-vs-bao,a-creer,1,T4-questions-guides,oui,Top 50 question guide - reassurance - vol 50
artisan local ou loin,informational,guide-howto,national,multi,aucun,30,low,/guides/artisan-local-vs-loin,a-creer,1,T4-questions-guides,oui,Top 50 question guide - info - vol 30
serrurier lyon,transactional,local-listing,ville-principale,multi,aucun,976,medium,/lyon/serrurier,a-creer,2,T2-volume-eleve,oui,Metier etendu hors V1 - serrurier fort vol urgence
vitrier lyon,transactional,local-listing,ville-principale,multi,aucun,651,medium,/lyon/vitrier,a-creer,2,T2-volume-eleve,oui,Metier etendu hors V1 - vitrier fort vol urgence
peintre urgence lyon,transactional,local-listing,ville-principale,peintre,urgence,575,medium,/urgence,existante,2,T1-quick-win,oui,Urgence + metier critique - intent achat immediat
macon urgence lyon,transactional,local-listing,ville-principale,macon,urgence,575,medium,/urgence,existante,2,T1-quick-win,oui,Urgence + metier critique - intent achat immediat
carreleur urgence lyon,transactional,local-listing,ville-principale,carreleur,urgence,575,medium,/urgence,existante,2,T1-quick-win,oui,Urgence + metier critique - intent achat immediat
menuisier urgence lyon,transactional,local-listing,ville-principale,menuisier,urgence,575,medium,/urgence,existante,2,T1-quick-win,oui,Urgence + metier critique - intent achat immediat
couvreur urgence lyon,transactional,local-listing,ville-principale,couvreur,urgence,575,medium,/urgence,existante,2,T1-quick-win,oui,Urgence + metier critique - intent achat immediat
serrurier grenoble,transactional,local-listing,ville-principale,multi,aucun,533,medium,/grenoble/serrurier,a-creer,2,T2-volume-eleve,oui,Metier etendu hors V1 - serrurier fort vol urgence
serrurier urgence lyon,transactional,urgence,ville-principale,multi,urgence,488,medium,/lyon/serrurier,a-creer,2,T1-quick-win,oui,Serrurier urgence - fort intent achat immediat
plombier romans sur isere,transactional,local-listing,commune-agglo,plombier,aucun,487,low,/valence/romans-sur-isere/plombier,a-creer,2,T2-volume-eleve,oui,"Agglo grosse (33,700hab) - peu de concurrence locale"
serrurier annecy,transactional,local-listing,ville-principale,multi,aucun,483,medium,/annecy/serrurier,a-creer,2,T2-volume-eleve,oui,Metier etendu hors V1 - serrurier fort vol urgence
plombier aix les bains,transactional,local-listing,commune-agglo,plombier,aucun,470,low,/chambery/aix-les-bains/plombier,a-creer,2,T2-volume-eleve,oui,"Agglo grosse (30,800hab) - peu de concurrence locale"
plombier depannage lyon,transactional,local-listing,ville-principale,plombier,urgence,460,medium,/lyon/plombier,a-creer,2,T1-quick-win,oui,Modificateur urgence/dispo - vol direct intent
electricien depannage lyon,transactional,local-listing,ville-principale,electricien,urgence,460,medium,/lyon/electricien,a-creer,2,T1-quick-win,oui,Modificateur urgence/dispo - vol direct intent
peintre depannage lyon,transactional,local-listing,ville-principale,peintre,urgence,460,medium,/lyon/peintre,a-creer,2,T1-quick-win,oui,Modificateur urgence/dispo - vol direct intent
macon depannage lyon,transactional,local-listing,ville-principale,macon,urgence,460,medium,/lyon/macon,a-creer,2,T1-quick-win,oui,Modificateur urgence/dispo - vol direct intent
carreleur depannage lyon,transactional,local-listing,ville-principale,carreleur,urgence,460,medium,/lyon/carreleur,a-creer,2,T1-quick-win,oui,Modificateur urgence/dispo - vol direct intent
menuisier depannage lyon,transactional,local-listing,ville-principale,menuisier,urgence,460,medium,/lyon/menuisier,a-creer,2,T1-quick-win,oui,Modificateur urgence/dispo - vol direct intent
couvreur depannage lyon,transactional,local-listing,ville-principale,couvreur,urgence,460,medium,/lyon/couvreur,a-creer,2,T1-quick-win,oui,Modificateur urgence/dispo - vol direct intent
chauffagiste depannage lyon,transactional,local-listing,ville-principale,chauffagiste,urgence,460,medium,/lyon/chauffagiste,a-creer,2,T1-quick-win,oui,Modificateur urgence/dispo - vol direct intent
plombier mions,transactional,local-listing,commune-banlieue,plombier,aucun,431,low,/lyon/mions/plombier,a-creer,2,T1-quick-win,oui,"Banlieue moyenne (14,200hab) - quick win local pur"
plombier francheville,transactional,local-listing,commune-banlieue,plombier,aucun,426,low,/lyon/francheville/plombier,a-creer,2,T1-quick-win,oui,"Banlieue moyenne (13,800hab) - quick win local pur"
plombier genas,transactional,local-listing,commune-banlieue,plombier,aucun,417,low,/lyon/genas/plombier,a-creer,2,T1-quick-win,oui,"Banlieue moyenne (13,100hab) - quick win local pur"
plombier la motte servolex,transactional,local-listing,commune-banlieue,plombier,aucun,406,low,/chambery/la-motte-servolex/plombier,a-creer,2,T1-quick-win,oui,"Banlieue moyenne (12,200hab) - quick win local pur"
plombier seyssinet pariset,transactional,local-listing,commune-banlieue,plombier,aucun,406,low,/grenoble/seyssinet-pariset/plombier,a-creer,2,T1-quick-win,oui,"Banlieue moyenne (12,200hab) - quick win local pur"
plombier pont de claix,transactional,local-listing,commune-banlieue,plombier,aucun,403,low,/grenoble/pont-de-claix/plombier,a-creer,2,T1-quick-win,oui,"Banlieue moyenne (12,000hab) - quick win local pur"
plombier voiron,transactional,local-listing,commune-agglo,plombier,aucun,403,low,/grenoble/voiron/plombier,a-creer,2,T2-volume-eleve,oui,"Agglo grosse (21,000hab) - peu de concurrence locale"
facture electronique 2026,informational,guide-howto,national,multi,aucun,400,high,/facturation-electronique,existante,2,T4-questions-guides,non,Vol fort - mais SERP gov-dominee
plombier sassenage,transactional,local-listing,commune-banlieue,plombier,aucun,399,low,/grenoble/sassenage/plombier,a-creer,2,T1-quick-win,oui,"Banlieue moyenne (11,700hab) - quick win local pur"
plombier corbas,transactional,local-listing,commune-banlieue,plombier,aucun,399,low,/lyon/corbas/plombier,a-creer,2,T1-quick-win,oui,"Banlieue moyenne (11,700hab) - quick win local pur"
plombier craponne,transactional,local-listing,commune-banlieue,plombier,aucun,397,low,/lyon/craponne/plombier,a-creer,2,T1-quick-win,oui,"Banlieue moyenne (11,600hab) - quick win local pur"
plombier guilherand granges,transactional,local-listing,commune-banlieue,plombier,aucun,397,low,/valence/guilherand-granges/plombier,a-creer,2,T1-quick-win,oui,"Banlieue moyenne (11,600hab) - quick win local pur"
